Date,Competition,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year
2018-02-11,La Liga,Manchester City,Bayern Munich,4,3,69,41,8,23,5,9,6,12,Draw,2021
2024-06-01,Serie A,AC Milan,Bayern Munich,3,1,60,55,20,5,6,8,6,8,Home Team,2022
2018-12-13,UEFA Champions League,Juventus,Paris Saint-Germain,0,4,57,39,20,22,10,10,14,13,Home Team,2023
2017-08-06,Serie A,Manchester City,Paris Saint-Germain,3,1,64,60,10,14,10,5,9,13,Home Team,2019
2025-12-08,UEFA Champions League,AC Milan,Barcelona,4,0,43,30,15,13,2,10,13,7,Draw,2017
2021-01-25,Bundesliga,Real Madrid,Liverpool,2,1,42,30,9,10,6,7,9,6,Away Team,2017
2024-12-28,La Liga,PSG,Arsenal,0,5,52,34,12,16,5,7,10,14,Away Team,2018
2022-03-06,Serie A,Chelsea,Paris Saint-Germain,4,2,44,52,25,21,5,6,9,7,Home Team,2015
2015-12-31,Serie A,Liverpool,Chelsea,0,3,50,32,19,10,2,2,7,5,Draw,2017
2015-02-17,UEFA Champions League,AC Milan,Juventus,5,1,43,43,7,11,3,2,11,12,Draw,2023
2020-11-05,Premier League,Real Madrid,AC Milan,0,1,69,37,5,20,2,6,5,8,Home Team,2023
2016-03-03,La Liga,Real Madrid,Liverpool,5,2,54,39,18,20,9,7,8,15,Home Team,2025
2018-10-08,Premier League,Manchester City,Man City,5,0,70,59,22,17,2,6,8,12,Home Team,2020
2018-08-17,La Liga,Barcelona,Paris Saint-Germain,4,1,68,38,9,6,6,10,13,14,Draw,2017
2023-11-11,La Liga,Real Madrid,Bayern Munich,5,4,65,43,5,14,2,6,8,14,Draw,2018
2017-01-20,La Liga,Manchester City,Juventus,4,0,63,38,5,10,10,5,13,10,Away Team,2024
2020-11-26,Premier League,Manchester City,Liverpool,4,2,49,36,14,16,2,7,10,13,Away Team,2018
2015-02-13,La Liga,Real Madrid,Bayern Munich,3,2,47,39,24,11,10,5,7,7,Away Team,2019
2019-03-21,UEFA Champions League,Chelsea,Borussia Dortmund,2,5,51,54,24,21,8,9,9,9,Draw,2015
2015-06-27,UEFA Champions League,Real Madrid,Liverpool,1,3,59,40,13,25,8,5,9,11,Draw,2017
2021-09-25,Serie A,AC Milan,Borussia Dortmund,5,2,42,43,6,13,9,3,13,12,Away Team,2017
2018-10-27,La Liga,PSG,Borussia Dortmund,0,2,59,40,9,25,10,4,9,14,Away Team,2024
2015-03-15,La Liga,Liverpool,Borussia Dortmund,2,3,68,55,9,20,5,6,8,12,Home Team,2019
2018-06-29,UEFA Champions League,Chelsea,Paris Saint-Germain,3,3,62,44,25,22,3,10,5,5,Away Team,2022
2018-09-23,Serie A,Real Madrid,Paris Saint-Germain,0,4,49,30,6,24,2,6,15,12,Away Team,2017
2019-09-07,UEFA Champions League,AC Milan,Bayern Munich,3,1,67,45,24,11,8,7,12,10,Draw,2018
2022-02-25,Bundesliga,Arsenal,Juventus,5,4,48,46,15,13,3,10,15,7,Away Team,2025
2020-10-29,UEFA Champions League,Barcelona,Man City,5,1,52,47,15,13,2,9,12,7,Home Team,2025
2024-09-11,Bundesliga,Barcelona,Juventus,4,5,61,48,10,6,2,6,10,6,Home Team,2024
2024-05-29,Serie A,PSG,AC Milan,0,3,50,57,17,16,5,7,8,13,Away Team,2018
2023-03-06,Bundesliga,Manchester City,Arsenal,1,1,48,51,24,8,6,9,7,9,Away Team,2023
2025-06-16,La Liga,PSG,Paris Saint-Germain,0,2,40,58,24,20,5,2,12,11,Home Team,2024
2023-05-11,Bundesliga,Liverpool,Bayern Munich,5,0,51,30,8,16,7,5,9,5,Draw,2021
2017-04-11,Bundesliga,PSG,Man City,2,0,57,38,7,15,4,2,13,8,Home Team,2023
2017-11-05,Serie A,Chelsea,Bayern Munich,1,3,41,54,14,16,5,3,12,11,Draw,2018
2021-07-23,Premier League,Liverpool,Barcelona,1,4,50,53,20,17,6,4,6,13,Draw,2022
2025-10-29,La Liga,Manchester City,Barcelona,0,5,45,58,11,10,10,8,6,7,Home Team,2018
2025-06-17,UEFA Champions League,Arsenal,Man City,3,5,48,30,11,13,9,5,12,5,Away Team,2021
2016-08-02,UEFA Champions League,Chelsea,Borussia Dortmund,2,4,64,52,18,18,9,9,5,13,Home Team,2016
2017-01-08,Bundesliga,Arsenal,Arsenal,2,5,49,55,7,12,6,5,6,8,Home Team,2025
2019-12-30,UEFA Champions League,Barcelona,Bayern Munich,0,5,70,43,23,18,4,9,14,10,Home Team,2021
2016-10-17,UEFA Champions League,Juventus,Bayern Munich,1,5,45,56,12,18,6,5,9,12,Away Team,2021
2015-02-05,Bundesliga,Barcelona,Liverpool,0,3,66,39,15,7,10,7,15,12,Draw,2017
2019-06-04,Bundesliga,Bayern Munich,Chelsea,2,2,62,32,13,20,5,3,9,6,Away Team,2017
2022-03-05,La Liga,Chelsea,Bayern Munich,5,2,58,45,25,19,4,7,13,6,Home Team,2021
2016-12-29,UEFA Champions League,Arsenal,Chelsea,2,1,62,44,20,21,6,9,14,9,Draw,2024
2021-02-08,Premier League,Chelsea,Borussia Dortmund,3,4,60,48,8,22,2,7,5,9,Home Team,2023
2022-11-04,Serie A,PSG,Paris Saint-Germain,0,4,42,41,14,23,3,7,12,10,Away Team,2019
2019-05-07,La Liga,Chelsea,Bayern Munich,1,2,49,55,9,19,4,10,7,9,Away Team,2019
2020-02-16,Premier League,Chelsea,Chelsea,1,4,63,40,22,14,3,10,6,14,Home Team,2024
2021-03-09,Serie A,Barcelona,Borussia Dortmund,1,2,70,41,25,23,10,3,10,8,Away Team,2022
2023-05-23,UEFA Champions League,Liverpool,Man City,1,4,68,52,13,21,4,2,8,10,Home Team,2015
2025-09-24,La Liga,Barcelona,Man City,2,4,60,51,8,12,5,4,9,9,Draw,2015
2020-03-23,Premier League,Real Madrid,Barcelona,0,4,55,41,10,11,3,5,13,10,Draw,2016
2015-11-09,UEFA Champions League,Juventus,Bayern Munich,1,3,52,42,13,18,8,10,6,12,Draw,2015
2025-01-27,Serie A,Real Madrid,Borussia Dortmund,1,0,66,43,7,22,8,5,7,12,Draw,2015
2022-07-03,UEFA Champions League,AC Milan,Barcelona,5,5,48,53,12,10,5,2,11,11,Draw,2018
2020-07-13,Serie A,Bayern Munich,Arsenal,2,1,45,31,5,6,4,10,15,9,Draw,2025
2019-05-14,Bundesliga,Barcelona,Bayern Munich,3,0,56,44,8,16,9,10,10,14,Draw,2022
2017-08-16,Serie A,Bayern Munich,Borussia Dortmund,0,5,59,32,18,9,5,5,13,13,Draw,2015
2025-03-23,Premier League,Manchester City,Arsenal,5,0,44,42,7,6,2,9,15,6,Draw,2016
2017-04-01,La Liga,Real Madrid,Juventus,4,1,48,30,24,23,7,3,15,11,Away Team,2020
2022-12-16,Premier League,Liverpool,Arsenal,5,5,54,42,5,18,5,3,12,15,Away Team,2020
2021-01-27,UEFA Champions League,Liverpool,Bayern Munich,2,1,46,33,14,7,4,3,11,5,Draw,2017
2025-10-28,Premier League,Chelsea,Liverpool,2,3,60,31,6,5,8,10,7,9,Home Team,2021
2023-12-17,UEFA Champions League,AC Milan,Liverpool,1,5,49,54,21,23,6,9,6,5,Draw,2016
2018-02-10,Bundesliga,AC Milan,Barcelona,4,5,40,50,22,5,10,4,6,5,Home Team,2019
2019-05-14,UEFA Champions League,Manchester City,Man City,1,3,53,55,23,6,6,9,12,11,Away Team,2024
2024-03-07,Premier League,Bayern Munich,Juventus,2,3,62,47,19,8,10,3,10,15,Away Team,2020
2016-08-21,Serie A,Manchester City,Juventus,5,5,57,48,12,23,5,10,15,15,Draw,2018
2019-07-09,Premier League,Liverpool,Paris Saint-Germain,1,2,59,54,14,13,7,7,7,7,Draw,2017
2020-04-09,Bundesliga,Bayern Munich,AC Milan,2,2,43,50,16,20,6,2,14,14,Home Team,2016
2025-07-12,Premier League,Chelsea,Man City,0,2,50,48,19,8,3,8,12,14,Away Team,2023
2023-05-28,Premier League,PSG,Arsenal,3,2,62,42,20,9,4,2,14,15,Draw,2022
2016-12-23,Serie A,PSG,AC Milan,5,3,56,45,14,21,9,10,11,7,Away Team,2015
2025-09-18,Premier League,Barcelona,Man City,1,2,70,57,17,24,7,6,6,14,Away Team,2024
2015-04-28,Serie A,Arsenal,AC Milan,4,0,60,37,20,8,2,5,11,12,Draw,2025
2018-05-23,UEFA Champions League,Manchester City,Paris Saint-Germain,0,3,66,50,25,19,3,7,6,7,Draw,2019
2016-08-03,UEFA Champions League,Arsenal,Barcelona,0,1,51,34,9,7,8,9,15,9,Away Team,2023
2017-04-02,La Liga,PSG,Juventus,2,3,61,33,17,18,3,10,6,14,Home Team,2019
2022-08-30,La Liga,Real Madrid,Liverpool,4,3,58,54,5,21,7,5,13,8,Draw,2015
2018-03-27,Serie A,Juventus,Paris Saint-Germain,2,5,42,47,23,12,7,2,10,6,Draw,2015
2024-11-03,Premier League,Chelsea,Liverpool,5,2,41,42,25,17,3,5,12,7,Away Team,2022
2019-10-02,Premier League,AC Milan,Paris Saint-Germain,0,4,44,59,14,10,6,6,9,5,Draw,2023
2015-10-10,Bundesliga,Chelsea,Arsenal,2,1,68,43,9,18,5,5,8,8,Home Team,2023
2019-01-02,La Liga,Real Madrid,AC Milan,2,1,51,51,15,25,8,3,9,13,Home Team,2023
2021-10-17,La Liga,AC Milan,Arsenal,4,2,41,48,20,14,3,6,13,8,Draw,2015
2015-10-05,Serie A,Arsenal,Paris Saint-Germain,1,0,69,43,11,14,7,6,10,14,Draw,2021
2023-04-11,Bundesliga,Bayern Munich,Chelsea,5,2,68,38,19,11,2,10,14,11,Home Team,2019
2016-11-02,Premier League,Manchester City,Juventus,2,0,53,41,18,19,2,3,8,5,Away Team,2022
2017-05-31,UEFA Champions League,Barcelona,AC Milan,4,0,50,36,5,14,3,7,12,5,Away Team,2024
2021-11-13,Serie A,Chelsea,Bayern Munich,1,4,69,48,11,14,9,10,12,6,Draw,2023
2020-02-04,UEFA Champions League,Chelsea,Chelsea,5,3,53,43,10,12,10,5,14,12,Away Team,2021
2020-03-13,UEFA Champions League,PSG,Juventus,2,1,50,35,23,12,4,6,9,14,Draw,2016
2016-05-19,Serie A,Arsenal,Barcelona,4,0,48,54,5,15,6,4,13,5,Draw,2021
2015-07-03,Serie A,Barcelona,Paris Saint-Germain,2,1,44,50,10,15,8,5,13,7,Home Team,2016
2023-10-13,Serie A,Chelsea,Bayern Munich,0,5,70,32,16,19,7,6,8,13,Home Team,2023
2020-08-09,Serie A,Arsenal,Chelsea,3,4,47,54,22,23,8,3,11,9,Away Team,2025
2020-12-01,Premier League,Manchester City,Borussia Dortmund,3,2,66,49,14,11,8,7,7,10,Away Team,2023
2018-06-12,La Liga,Manchester City,AC Milan,1,2,67,58,8,15,8,9,15,11,Home Team,2019
2025-12-15,Bundesliga,Juventus,Man City,1,5,61,59,16,16,2,4,15,14,Draw,2024
2016-01-23,La Liga,Arsenal,Arsenal,1,2,56,57,5,25,6,5,7,7,Home Team,2017
2017-09-09,Premier League,Barcelona,Paris Saint-Germain,1,1,67,34,15,22,3,4,11,6,Home Team,2016
2023-05-06,Bundesliga,Barcelona,Paris Saint-Germain,1,2,66,43,16,12,6,9,12,14,Away Team,2022
2015-12-03,Premier League,Juventus,Borussia Dortmund,4,0,64,52,25,17,8,3,13,14,Draw,2024
2025-11-26,Bundesliga,Barcelona,Chelsea,4,5,41,43,5,9,7,8,10,8,Home Team,2018
2017-09-29,Bundesliga,Juventus,Paris Saint-Germain,2,4,53,48,19,9,5,10,14,15,Draw,2020
2018-03-26,Bundesliga,Bayern Munich,Liverpool,5,1,54,41,8,8,10,9,6,12,Away Team,2015
2019-08-24,Bundesliga,Real Madrid,Barcelona,4,2,67,56,20,20,2,4,13,12,Away Team,2016
2020-06-24,Bundesliga,Manchester City,Bayern Munich,2,1,70,43,15,17,5,9,15,12,Home Team,2022
2017-06-23,Bundesliga,Barcelona,AC Milan,1,0,49,44,19,9,10,4,9,14,Away Team,2015
2020-04-28,Premier League,Manchester City,Bayern Munich,0,2,55,59,9,16,2,3,10,13,Away Team,2024
2015-02-27,UEFA Champions League,Manchester City,Borussia Dortmund,2,4,42,57,21,12,3,4,10,14,Home Team,2024
2023-10-29,Premier League,PSG,Borussia Dortmund,1,2,47,30,12,19,9,4,7,13,Away Team,2021
2016-05-01,UEFA Champions League,Manchester City,Barcelona,4,3,41,60,9,14,6,9,15,5,Away Team,2020
2022-03-24,Premier League,Arsenal,Juventus,1,0,47,33,5,12,3,7,8,12,Home Team,2024
2019-02-26,Serie A,Liverpool,AC Milan,5,1,56,56,24,17,9,6,13,9,Home Team,2021
2019-08-22,Premier League,AC Milan,Borussia Dortmund,3,0,50,34,14,15,10,3,11,10,Away Team,2024
2024-07-19,UEFA Champions League,PSG,Barcelona,5,3,47,50,8,7,8,6,6,6,Home Team,2016
2021-01-07,Bundesliga,PSG,Bayern Munich,5,4,49,56,5,25,6,3,8,7,Home Team,2020
2016-02-26,Serie A,Manchester City,Borussia Dortmund,0,4,65,35,9,18,10,2,12,14,Draw,2020
2024-04-14,La Liga,Bayern Munich,Liverpool,0,2,67,43,8,6,8,7,12,5,Away Team,2022
2017-05-26,La Liga,Liverpool,AC Milan,4,4,43,54,5,13,9,10,10,15,Draw,2022
2024-04-30,La Liga,AC Milan,Man City,4,2,57,37,18,19,2,5,15,13,Home Team,2017
2022-10-08,Bundesliga,Barcelona,Man City,5,0,70,45,11,6,8,2,5,6,Draw,2022
2024-09-12,Bundesliga,Bayern Munich,Paris Saint-Germain,4,4,70,57,15,13,6,2,13,12,Home Team,2022
2019-11-16,Premier League,Manchester City,Bayern Munich,5,5,56,38,11,10,8,10,6,11,Draw,2025
2022-01-27,Serie A,Manchester City,Bayern Munich,5,0,62,56,12,22,6,3,11,8,Home Team,2019
2024-05-27,UEFA Champions League,Chelsea,Arsenal,5,2,61,30,11,19,2,3,8,6,Draw,2015
2019-04-28,UEFA Champions League,Bayern Munich,Barcelona,2,1,61,41,15,20,7,8,7,13,Away Team,2022
2020-12-10,UEFA Champions League,Real Madrid,Borussia Dortmund,5,4,54,32,15,10,9,7,11,6,Away Team,2019
2019-06-02,UEFA Champions League,Barcelona,Man City,4,3,42,45,21,8,9,9,5,5,Away Team,2025
2016-08-07,La Liga,Liverpool,Barcelona,3,0,49,33,12,21,7,9,7,8,Away Team,2020
2016-12-19,Serie A,Arsenal,Barcelona,0,1,68,50,11,20,8,3,7,10,Home Team,2024
2023-12-03,Premier League,Juventus,AC Milan,5,3,65,57,12,23,3,9,12,7,Away Team,2020
2017-09-15,UEFA Champions League,Bayern Munich,Barcelona,3,1,65,31,20,18,9,10,12,7,Home Team,2021
2023-09-23,Serie A,Manchester City,Chelsea,2,4,70,33,14,11,8,10,15,12,Draw,2018
2019-09-21,Premier League,PSG,Chelsea,1,0,45,55,22,22,3,3,10,15,Home Team,2016
2015-08-04,Bundesliga,Liverpool,Borussia Dortmund,1,4,65,38,20,7,2,6,6,8,Away Team,2021
2020-11-23,Premier League,Chelsea,Paris Saint-Germain,3,3,40,43,16,5,4,3,15,10,Away Team,2022
2023-05-05,Premier League,Real Madrid,Barcelona,3,5,64,50,11,17,4,3,6,7,Draw,2021
2019-05-19,Bundesliga,Bayern Munich,AC Milan,5,2,55,48,25,6,5,6,5,9,Home Team,2017
2016-01-25,Serie A,Liverpool,Liverpool,5,1,70,46,6,17,3,2,7,10,Away Team,2022
2023-08-01,Bundesliga,Chelsea,Man City,5,1,66,32,21,14,6,2,15,12,Away Team,2016
2024-04-27,Serie A,AC Milan,AC Milan,0,2,57,49,10,21,6,7,6,5,Draw,2019
2021-01-20,UEFA Champions League,Juventus,Chelsea,2,1,66,52,5,8,10,7,5,14,Draw,2018
2024-06-30,UEFA Champions League,Real Madrid,Arsenal,0,1,63,60,8,12,2,3,14,12,Away Team,2019
2024-12-09,UEFA Champions League,Manchester City,Man City,2,0,61,48,23,10,10,4,10,5,Home Team,2021
2019-09-15,Serie A,Liverpool,Borussia Dortmund,3,1,42,33,16,18,4,2,10,13,Draw,2016
2023-05-21,UEFA Champions League,Juventus,Paris Saint-Germain,4,3,62,41,19,14,4,2,6,15,Home Team,2024
2018-09-15,Premier League,Barcelona,Borussia Dortmund,0,3,51,56,6,12,9,5,12,5,Away Team,2024
2017-01-08,La Liga,Chelsea,Man City,2,5,40,53,7,15,3,5,8,6,Away Team,2018
2018-12-08,Bundesliga,Real Madrid,Liverpool,4,3,63,32,24,15,7,6,12,6,Home Team,2015
2015-06-23,La Liga,Juventus,Liverpool,2,2,60,38,15,19,2,6,14,14,Draw,2019
2018-08-03,Premier League,PSG,AC Milan,0,0,53,44,15,8,4,8,6,7,Away Team,2019
2017-10-18,La Liga,AC Milan,Arsenal,5,1,66,33,7,20,10,5,13,7,Home Team,2016
2021-01-01,Premier League,Juventus,Liverpool,0,0,48,40,10,14,3,7,10,13,Away Team,2022
2025-09-03,Premier League,Manchester City,Man City,5,2,56,31,25,25,9,8,12,13,Draw,2020
2016-10-04,Premier League,Real Madrid,Barcelona,1,1,55,41,18,6,3,7,9,11,Draw,2022
2020-12-19,Serie A,AC Milan,Bayern Munich,2,1,60,51,14,13,5,5,5,11,Away Team,2016
2020-01-30,Premier League,Liverpool,Bayern Munich,4,5,50,33,24,20,2,2,5,5,Draw,2016
2021-05-18,UEFA Champions League,Bayern Munich,Chelsea,1,3,66,41,17,13,8,10,11,6,Draw,2022
2021-10-16,Serie A,Chelsea,Arsenal,3,4,59,56,16,19,4,9,13,13,Home Team,2023
2019-06-30,Serie A,Juventus,Chelsea,2,2,66,36,12,8,6,2,14,8,Home Team,2023
2024-10-01,UEFA Champions League,Liverpool,Juventus,4,3,65,35,9,14,2,5,11,5,Draw,2017
2018-06-27,Bundesliga,Real Madrid,Juventus,3,2,64,32,22,16,6,4,15,8,Home Team,2020
2017-12-12,UEFA Champions League,Manchester City,Barcelona,4,0,52,54,18,9,7,7,5,7,Away Team,2020
2018-04-25,Serie A,AC Milan,Man City,1,3,52,47,19,7,4,9,14,10,Draw,2020
2024-09-24,La Liga,Barcelona,Borussia Dortmund,4,4,56,38,21,25,7,4,10,12,Draw,2023
2021-08-08,La Liga,Barcelona,Liverpool,4,0,67,34,21,8,8,6,10,8,Draw,2020
2015-01-10,UEFA Champions League,Juventus,Chelsea,4,1,60,36,15,13,3,8,13,13,Home Team,2018
2024-07-11,UEFA Champions League,Juventus,Chelsea,5,2,61,50,19,24,10,3,5,5,Home Team,2023
2016-04-08,Premier League,Real Madrid,Juventus,4,5,43,38,10,22,10,10,12,13,Away Team,2017
2016-07-21,La Liga,PSG,Bayern Munich,1,0,68,32,25,9,5,8,9,7,Home Team,2016
2020-05-13,Serie A,Barcelona,Man City,2,5,48,32,11,17,5,6,10,8,Away Team,2019
2022-01-06,Serie A,PSG,Bayern Munich,2,0,58,41,10,21,7,4,12,11,Draw,2018
2016-12-01,UEFA Champions League,Juventus,AC Milan,2,4,69,55,19,21,5,3,7,6,Draw,2018
2017-03-03,Serie A,PSG,Borussia Dortmund,4,5,57,56,10,16,7,6,12,11,Away Team,2024
2018-10-20,Premier League,AC Milan,Chelsea,0,0,67,39,12,13,4,2,5,8,Home Team,2020
2022-03-09,Premier League,Juventus,Man City,4,1,49,30,16,12,6,5,6,13,Away Team,2021
2015-10-13,Serie A,AC Milan,Man City,0,1,55,59,22,15,5,6,7,7,Away Team,2019
2022-12-04,Premier League,Manchester City,Paris Saint-Germain,2,0,69,34,14,13,3,9,7,11,Away Team,2021
2022-06-21,Serie A,PSG,Arsenal,4,5,57,49,23,16,10,8,5,6,Draw,2019
2025-08-22,La Liga,Arsenal,Paris Saint-Germain,2,2,64,43,19,23,9,5,13,7,Draw,2021
2021-07-01,Premier League,AC Milan,Chelsea,2,2,60,51,23,14,5,8,13,13,Away Team,2017
2016-02-11,Premier League,Barcelona,Liverpool,5,1,41,39,14,19,4,4,5,7,Home Team,2016
2018-07-05,UEFA Champions League,Real Madrid,AC Milan,1,4,61,42,12,18,5,9,14,10,Away Team,2020
2020-04-18,La Liga,Manchester City,Chelsea,3,2,67,36,10,13,7,2,8,10,Away Team,2015
2016-08-21,La Liga,Arsenal,Paris Saint-Germain,0,1,42,38,20,6,5,3,5,11,Home Team,2024
2020-04-11,Bundesliga,Barcelona,Chelsea,5,0,66,42,14,12,9,8,13,14,Home Team,2024
2022-11-22,Serie A,Real Madrid,Paris Saint-Germain,3,1,61,59,13,6,8,2,10,6,Home Team,2024
2015-04-16,Bundesliga,Liverpool,Liverpool,0,0,44,46,12,14,6,9,15,9,Home Team,2022
2016-06-07,UEFA Champions League,Liverpool,Barcelona,1,4,53,55,17,20,7,4,7,5,Home Team,2020
2020-08-21,Premier League,PSG,Arsenal,3,3,62,45,11,23,4,4,15,15,Away Team,2016
2016-01-05,Bundesliga,AC Milan,Borussia Dortmund,0,0,58,48,6,5,4,7,15,5,Home Team,2017
2023-04-21,La Liga,Arsenal,Man City,1,3,57,53,17,23,5,5,9,15,Home Team,2018
2019-05-25,Premier League,Barcelona,Man City,1,2,70,53,16,19,10,2,12,15,Draw,2015
2021-12-01,Premier League,Juventus,Man City,5,2,57,52,12,12,10,5,13,14,Home Team,2019
2024-08-15,La Liga,AC Milan,Man City,1,4,68,59,10,11,10,4,15,6,Draw,2022
2018-01-10,UEFA Champions League,Liverpool,Barcelona,5,5,64,34,24,12,8,8,8,11,Home Team,2019
2016-07-27,Serie A,Juventus,Paris Saint-Germain,3,1,63,40,25,22,9,4,8,7,Draw,2017
2023-07-24,La Liga,Liverpool,Barcelona,1,4,42,59,8,8,4,4,11,10,Home Team,2017
2017-08-23,Serie A,Juventus,AC Milan,5,2,69,58,11,11,6,9,7,10,Home Team,2021
2023-01-13,UEFA Champions League,Chelsea,AC Milan,2,3,53,54,7,19,4,6,9,13,Away Team,2015
2015-11-13,Serie A,Bayern Munich,AC Milan,2,2,54,60,18,7,2,10,11,7,Away Team,2024
2017-10-05,Serie A,Bayern Munich,Chelsea,0,1,67,39,17,5,4,2,9,15,Home Team,2015
2018-12-01,Premier League,PSG,Arsenal,1,1,59,49,13,9,7,4,13,14,Away Team,2024
2017-02-14,Serie A,Chelsea,Man City,4,2,42,42,18,25,7,6,9,14,Draw,2023
2021-05-24,La Liga,Barcelona,Borussia Dortmund,5,4,47,36,22,11,6,7,5,5,Away Team,2025
2022-03-13,Bundesliga,AC Milan,Liverpool,2,1,54,60,13,24,4,6,8,8,Away Team,2015
2022-08-21,Bundesliga,AC Milan,Paris Saint-Germain,1,4,51,36,8,25,7,10,9,8,Away Team,2024
2020-10-29,La Liga,Arsenal,Borussia Dortmund,4,0,47,43,15,19,7,8,11,10,Draw,2015
2024-09-26,Premier League,Manchester City,Paris Saint-Germain,4,4,48,34,11,10,7,9,10,15,Draw,2025
2017-07-29,La Liga,Bayern Munich,Juventus,1,4,46,59,9,10,4,6,9,14,Draw,2023
2018-03-06,Bundesliga,Barcelona,Arsenal,1,2,59,53,23,21,10,8,14,12,Home Team,2023
2023-05-26,Bundesliga,Liverpool,Bayern Munich,5,4,46,43,25,21,6,8,5,10,Draw,2020
2025-12-18,Premier League,AC Milan,Borussia Dortmund,1,1,55,54,12,6,3,10,5,12,Draw,2025
2023-05-04,UEFA Champions League,Barcelona,Bayern Munich,3,4,60,60,8,18,2,3,7,5,Home Team,2022
2016-03-16,UEFA Champions League,Real Madrid,Liverpool,3,0,40,54,18,22,7,4,5,7,Away Team,2025
2018-02-14,Premier League,Chelsea,Juventus,1,0,50,49,6,12,6,2,7,11,Home Team,2020
2019-02-15,Bundesliga,Arsenal,Barcelona,4,0,49,51,8,23,4,6,12,9,Draw,2019
2016-11-18,Serie A,Manchester City,Chelsea,4,2,45,30,14,14,4,3,5,8,Draw,2025
2015-05-20,Bundesliga,Manchester City,Arsenal,3,5,55,59,10,14,8,10,14,9,Draw,2019
2019-01-01,Bundesliga,Arsenal,Bayern Munich,0,5,55,38,8,24,4,6,12,12,Draw,2016
2024-03-30,Bundesliga,Manchester City,Liverpool,2,5,62,52,15,7,5,5,12,14,Away Team,2020
2023-02-21,Serie A,Chelsea,Arsenal,1,5,60,58,16,9,10,4,14,9,Home Team,2019
2025-06-19,La Liga,AC Milan,AC Milan,5,5,66,44,7,23,7,4,12,13,Away Team,2021
2020-09-17,UEFA Champions League,Bayern Munich,AC Milan,1,1,45,55,25,21,8,3,13,15,Home Team,2018
2018-03-13,UEFA Champions League,Juventus,Paris Saint-Germain,2,5,58,45,19,12,3,5,15,12,Home Team,2025
2016-10-13,Bundesliga,PSG,Chelsea,0,3,64,43,16,13,2,10,11,13,Home Team,2019
2020-12-17,Serie A,Chelsea,Paris Saint-Germain,1,4,41,46,9,20,8,5,8,11,Away Team,2016
2015-02-25,Bundesliga,Chelsea,Juventus,3,2,54,35,23,18,7,7,8,14,Draw,2015
2015-03-08,Serie A,Barcelona,Arsenal,4,1,55,54,25,20,10,2,12,8,Home Team,2025
2020-11-01,La Liga,Bayern Munich,Bayern Munich,1,3,69,50,14,15,6,10,12,15,Away Team,2017
2023-04-23,La Liga,Barcelona,Liverpool,2,3,40,42,22,22,10,10,15,6,Draw,2021
2021-03-24,UEFA Champions League,Manchester City,Bayern Munich,1,0,68,44,12,22,2,3,5,13,Draw,2022
2018-02-11,Premier League,Juventus,Arsenal,0,2,52,37,22,10,7,3,14,15,Away Team,2022
2018-10-03,Bundesliga,Juventus,Bayern Munich,1,0,70,45,19,11,6,3,13,5,Away Team,2016
2018-05-21,Bundesliga,Chelsea,Chelsea,5,0,43,53,18,12,4,4,11,9,Draw,2017
2025-06-23,Bundesliga,Arsenal,Liverpool,0,0,56,41,8,13,8,5,5,8,Home Team,2020
2017-10-01,Premier League,Real Madrid,Barcelona,5,4,65,41,22,23,8,2,12,9,Home Team,2017
2025-09-26,La Liga,PSG,Liverpool,2,1,46,42,10,13,3,8,7,13,Home Team,2017
2019-03-23,Serie A,Juventus,Man City,4,5,56,32,13,15,5,9,12,11,Draw,2023
2015-08-02,Bundesliga,Barcelona,Borussia Dortmund,2,2,64,52,25,22,6,8,9,8,Draw,2015
2022-07-31,Serie A,Bayern Munich,Barcelona,4,2,58,43,17,24,8,8,11,7,Away Team,2016
2022-09-11,UEFA Champions League,Bayern Munich,Paris Saint-Germain,0,2,54,30,11,14,8,8,14,14,Away Team,2018
2022-10-09,UEFA Champions League,Juventus,Liverpool,5,3,57,55,9,18,5,6,10,12,Home Team,2021
2016-01-07,Bundesliga,Manchester City,Bayern Munich,1,4,46,56,13,18,8,6,15,15,Away Team,2020
2018-01-15,La Liga,Arsenal,Man City,3,5,62,35,16,14,9,6,7,10,Draw,2022
2022-02-14,La Liga,Barcelona,Man City,3,4,59,41,22,8,7,3,10,7,Home Team,2020
2015-04-01,Serie A,Bayern Munich,Paris Saint-Germain,1,1,68,51,19,15,2,2,8,10,Draw,2019
2018-03-24,La Liga,PSG,Juventus,5,4,55,55,21,10,5,10,6,11,Away Team,2016
2022-03-20,Bundesliga,Manchester City,Barcelona,5,4,40,42,23,5,9,5,5,5,Draw,2016
2021-12-12,Serie A,Bayern Munich,Arsenal,3,1,56,30,5,24,8,10,14,15,Draw,2020
2018-03-22,La Liga,Liverpool,AC Milan,1,0,59,46,11,18,4,6,12,7,Away Team,2023
2017-04-19,Bundesliga,Bayern Munich,Liverpool,1,0,45,34,11,23,4,3,13,8,Away Team,2015
2018-06-17,Premier League,Barcelona,Chelsea,5,5,55,57,9,9,3,9,11,15,Draw,2016
2020-01-18,UEFA Champions League,Manchester City,Borussia Dortmund,0,0,42,59,19,12,9,9,10,13,Home Team,2020
